"Date","currency","dj_close","snp_close","gold_close","dax_close","nasdaq_close","ftse_close"
2016-06-01,"EUR",15919.9756131978,4342.394862,1086.85605,10204.44043,4431.5448,22002.4116030539
2016-06-01,"GBP",12344.9279663328,3367.25087244,842.787701,7912.89415925058,3436.380976,17061.47
2016-06-01,"USD",17789.669922,4852.38,1214.5,11402.8834841882,4952,24586.4472042171
2016-06-02,"EUR",15985.1341061667,4355.046,1086.43164,10208,4454.5131,22075.2544606276
2016-06-02,"GBP",12365.2620457273,3368.83536,840.4065824,7896.37385113269,3445.777896,17076.26
2016-06-02,"USD",17838.560547,4860,1212.4,11391.5857605178,4971,24634.8113610396
2016-06-03,"EUR",15718.2923448369,4289.0393,1094.98935,10103.259766,4363.1861,21872.5899221981
2016-06-03,"GBP",12265.5211118341,3346.884059,854.4576405,7883.91914589392,3404.743343,17067.93
2016-06-03,"USD",17807.060547,4859,1240.5,11445.8590302481,4943,24779.188764244
2016-06-09,"EUR",15879.1237680537,4327.0929,1115.89731,10088.870117,4378.3011,21844.7724924414
2016-06-09,"GBP",12438.5390405053,3389.526699,874.1119761,7902.87969650819,3429.639441,17111.59
2016-06-09,"USD",17985.189453,4901,1263.9,11426.9680790577,4959,24742.0687421468
2016-06-10,"EUR",15812.6122959244,4321.0582,1128.94505,9834.620117,4332.5645,21346.2398868908
2016-06-10,"GBP",12465.2371653737,3406.332506,889.9584415,7752.72737328524,3415.403035,16827.45
2016-06-10,"USD",17865.339844,4882,1275.5,11111.309588747,4895,24117.3199490349
2016-06-13,"EUR",15693.245215065,4298.445,1133.508,9657.44043,4290.48,20866.3742357296
2016-06-13,"GBP",12465.1890055273,3414.267006,900.3486064,7670.93221445417,3407.940384,16574.22
2016-06-13,"USD",17732.480469,4857,1280.8,10912.3620677966,4848,23577.8239951747
2016-06-14,"EUR",15765.939718304,4302.0268,1148.1378,9519.200195,4320.848,20479.0028641137
2016-06-14,"GBP",12496.5398310918,3409.9108725,910.04722875,7545.19340568372,3424.8291,16232.25
2016-06-14,"USD",17674.820312,4822.9,1287.15,10671.7490975336,4844,22958.523390262
2016-06-15,"EUR",15699.75123058,4306.6655,1142.137,9606.709961,4303.15,20555.5615703024
2016-06-15,"GBP",12448.1916293675,3414.71636335,905.5901609,7617.07397562781,3411.928955,16298.32
2016-06-15,"USD",17640.169922,4838.95,1283.3,10794.0561359551,4835,23096.1365958454
2016-06-16,"EUR",15908.3636592339,4295.76335,1175.873825,9550.469727,4346.4495,20369.9461714847
2016-06-16,"GBP",12520.5791106317,3380.9539445,925.46421275,7516.63806045752,3420.846165,16032.04
2016-06-16,"USD",17733.099609,4788.5,1310.75,10645.9366035002,4845,22706.4387152879
2016-06-21,"EUR",15822.1028181906,4305.2211,1129.30524,10015.540039,4298.5656,22127.7074853408
2016-06-21,"GBP",12141.5293872054,3303.7308065,866.6036946,7685.70240691669,3298.623524,16980.31
2016-06-21,"USD",17829.730469,4851.5,1272.6,11286.3872425062,4844,24935.4377792887
2016-06-22,"EUR",15760.9277811392,4310.5632,1121.16304,10071.05957,4283.9712,22207.4481371778
2016-06-22,"GBP",12096.0319896122,3308.225955,860.45848225,7729.23145259189,3287.817405,17043.54
2016-06-22,"USD",17780.830078,4863,1264.85,11361.7549300542,4833,25053.5290356248
2016-06-23,"EUR",15869.5540519032,4312.1034,1112.080365,10257.030273,4326.201,22624.5671179466
2016-06-23,"GBP",12158.2469366234,3303.660442,852.00552245,7858.28678535551,3314.46113,17333.51
2016-06-23,"USD",18011.070312,4894,1262.15,11641.164763364,4910,25677.6383134111
2016-06-24,"EUR",15653.7147,4284.7948,1183.4238,9557.160156,4235.3168,19804.795442634
2016-06-24,"GBP",12715.99827975,3480.671799,961.3318815,7763.57781089439,3440.479284,16088.05
2016-06-24,"USD",17400.75,4763,1315.5,10623.7885237884,4708,22015.1127641552
2016-06-27,"EUR",15619.9009252442,4216.5851,1207.062415,9268.660156,4186.5122,18004.0981366574
2016-06-27,"GBP",12985.7373853624,3505.493859,1003.50159735,7705.57939362257,3480.492498,14967.86
2016-06-27,"USD",17140.240234,4627,1324.55,10170.8111006255,4594,19756.4996561587
2016-06-28,"EUR",15752.3152920744,4229.0352,1185.01656,9447.280273,4245.3216,18685.5513923079
2016-06-28,"GBP",13069.4076928593,3508.753104,983.1865512,7838.23553472592,3522.265632,15503.06
2016-06-28,"USD",17409.720703,4674,1309.7,10441.2911947392,4692,20651.581998572
2016-06-29,"EUR",15934.059059044,4309.793,1190.01075,9612.269531,4303.4895,19438.1276657162
2016-06-29,"GBP",13118.0923441363,3548.139388,979.704597,7913.52905603898,3542.949882,16002.9
2016-06-29,"USD",17694.679688,4786,1321.5,10674.3692737368,4779,21585.9274466587
2016-06-30,"EUR",16129.8192145064,4345.068,1188.1467,9680.089844,4356.7628,19609.3452260223
2016-06-30,"GBP",13383.89500014,3605.36799,985.87779975,8032.16107639321,3615.071879,16271.07
2016-06-30,"USD",17929.990234,4830,1320.75,10760.4377990218,4843,21797.8492952671
2016-07-01,"EUR",16122.1233624462,4389.0543,1203.588,9776.120117,4367.9466,19625.4443707221
2016-07-01,"GBP",13526.2496985365,3682.358897,1009.79452,8202.03634550059,3664.649814,16465.49
2016-07-01,"USD",17949.369141,4886.5,1340,10884.1239334224,4863,21849.7487983991
2016-07-05,"EUR",16065.4775364705,4367.425,1216.350375,9532.610352,4343.1115,18490.0097088646
2016-07-05,"GBP",13671.4448539397,3716.6035,1035.0932325,8112.08732797459,3695.91313,15734.68
2016-07-05,"USD",17840.619141,4850,1350.75,10585.9082198778,4823,20533.0479831922
2016-07-06,"EUR",16185.8886700653,4373.7786,1234.133625,9373.259766,4389.1347,18324.9751661352
2016-07-06,"GBP",13840.5743665572,3740.023746,1055.30926125,8015.08656662832,3753.154767,15669.71
2016-07-06,"USD",17918.619141,4842,1366.25,10376.6852274992,4859,20286.6989550927
2016-07-07,"EUR",16163.5595918488,4411.9062,1225.37144,9418.780273,4404.9064,18540.0245206771
2016-07-07,"GBP",13860.8966017213,3783.3854175,1050.804851,8076.97950049457,3777.38281,15898.81
2016-07-07,"USD",17895.880859,4884.75,1356.7,10428.2332517715,4877,20527.0422062412
2016-07-08,"EUR",16442.7613260274,4473.098565,1227.085925,9629.660156,4491.5377,18988.5647231186
2016-07-08,"GBP",14008.7934986617,3810.96051045,1045.44443525,8204.21326521111,3826.670161,16177.75
2016-07-08,"USD",18146.740234,4936.65,1354.25,10627.5909458117,4957,20956.3676449824
2016-07-11,"EUR",16504.484832484,4504.8625,1228.85405,9833.410156,4517.5395,19622.8352423079
2016-07-11,"GBP",14051.504635073,3835.327,1046.215532,8371.91889283658,3846.11988,16706.39
2016-07-11,"USD",18226.929688,4975,1357.1,10859.6467763666,4989,21670.7181030457
2016-07-12,"EUR",16571.6154735504,4509.0002,1212.45568,9964.070312,4536.7736,20159.1543647869
2016-07-12,"GBP",13816.0706663148,3759.23913375,1010.847336,8307.23472762476,3782.394345,16807.07
2016-07-12,"USD",18347.669922,4992.25,1342.4,11031.9644729849,5023,22319.7014667702
2016-07-13,"EUR",16547.7677102987,4501.06811,1209.414925,9930.709961,4508.9042,20043.8186103173
2016-07-13,"GBP",13829.3003573624,3761.6326209,1010.73223575,8299.29288450473,3768.181398,16751.02
2016-07-13,"USD",18372.119141,4997.3,1342.75,11025.5467536361,5006,22253.6012105222
2016-07-14,"EUR",16666.8729864936,4538.1234,1192.03416,10068.299805,4533.6204,20152.0923733106
2016-07-14,"GBP",13884.6192836406,3780.56014,993.044136,8387.56674627948,3776.80884,16788.04
2016-07-14,"USD",18506.410156,5039,1323.6,11179.5467521652,5034,22376.2962173113
2016-07-15,"EUR",16726.0003204773,4539.0825,1198.6791,10066.900391,4543.599,19906.3856858664
2016-07-15,"GBP",14054.8027048102,3814.176,1007.24608,8459.18307625887,3817.9712,16727.27
2016-07-15,"USD",18516.550781,5025,1327,11144.5814137053,5030,22037.4025084317
2016-07-18,"EUR",16748.3179907897,4549.67765,1206.16839,10063.129883,4569.1072,20215.6992359751
2016-07-18,"GBP",13974.5318795498,3796.1791385,1006.4078451,8396.51655977442,3812.390848,16867.66
2016-07-18,"USD",18533.050781,5034.5,1334.7,11135.4762454354,5056,22369.9228017872
2016-07-19,"EUR",16855.2926694812,4565.5214,1208.72338,9981.240234,4573.6952,20137.2696096947
2016-07-19,"GBP",14150.8737663797,3832.98696,1014.784632,8379.75782164757,3839.84928,16906.26
2016-07-19,"USD",18559.009766,5027,1330.9,10990.1345892975,5036,22172.7258419893
2016-07-20,"EUR",16891.7246133948,4594.6872,1195.36356,10142.009766,4623.756,20247.3956306897
2016-07-20,"GBP",14198.2904048122,3862.051074,1004.7593927,8524.83705730801,3886.48477,17018.89
2016-07-20,"USD",18595.029297,5058,1315.9,11164.6959114927,5090,22289.0748906756
2016-07-21,"EUR",16843.2728346024,4598.9376,1201.71804,10156.209961,4615.3104,20481.1409174181
2016-07-21,"GBP",14019.4507397713,3827.912768,1000.24662845,8453.49277715807,3841.540622,17047.42
